,사용일자,노선명,역명,합계,구분,일,미세먼지
118,20240601,9호선2~3단계,석촌고분,11155,송파구,1,29.0
119,20240601,9호선2~3단계,삼전,11559,송파구,1,29.0
120,20240601,9호선2~3단계,종합운동장,8801,송파구,1,29.0
121,20240601,2호선,잠실나루,19110,송파구,1,29.0
122,20240601,2호선,잠실새내,45038,송파구,1,29.0
123,20240601,5호선,여의나루,43345,영등포구,1,25.0
124,20240601,경부선,신길,13590,영등포구,1,25.0
125,20240601,2호선,당산,30614,영등포구,1,25.0
126,20240601,5호선,여의도,35624,영등포구,1,25.0
127,20240601,5호선,영등포시장,21900,영등포구,1,25.0
128,20240601,2호선,영등포구청,30471,영등포구,1,25.0
129,20240601,5호선,양평,8913,영등포구,1,25.0
130,20240601,7호선,신풍,17070,영등포구,1,25.0
131,20240601,2호선,문래,32276,영등포구,1,25.0
132,20240601,5호선,마포,18860,마포구,1,28.0
133,20240601,공항철도 1호선,공덕,6313,마포구,1,28.0
134,20240601,5호선,애오개,9157,마포구,1,28.0
135,20240601,6호선,대흥,13820,마포구,1,28.0
136,20240601,6호선,광흥창,12487,마포구,1,28.0
137,20240601,6호선,상수,23920,마포구,1,28.0
138,20240601,6호선,월드컵경기장,18467,마포구,1,28.0
139,20240601,6호선,마포구청,20992,마포구,1,28.0
140,20240601,6호선,망원,35040,마포구,1,28.0
141,20240601,2호선,합정,72846,마포구,1,28.0
142,20240601,경의선,홍대입구,6880,마포구,1,28.0
143,20240601,2호선,신촌,77335,마포구,1,28.0
144,20240601,2호선,이대,28171,마포구,1,28.0
145,20240601,2호선,아현,18300,마포구,1,28.0
146,20240601,3호선,매봉,14508,강남구,1,26.0
147,20240601,분당선,도곡,10952,강남구,1,26.0
148,20240601,3호선,대치,22692,강남구,1,26.0
149,20240601,3호선,학여울,5313,강남구,1,26.0
150,20240601,3호선,일원,13104,강남구,1,26.0
151,20240601,분당선,수서,29751,강남구,1,26.0
152,20240601,3호선,대청,15589,강남구,1,26.0
153,20240601,7호선,청담,26167,강남구,1,26.0
154,20240601,분당선,강남구청,13241,강남구,1,26.0
155,20240601,7호선,학동,26088,강남구,1,26.0
156,20240601,7호선,논현,25872,강남구,1,26.0
157,20240601,분당선,선정릉,7660,강남구,1,26.0
158,20240601,9호선2~3단계,삼성중앙,7499,강남구,1,26.0
159,20240601,9호선2~3단계,봉은사,34067,강남구,1,26.0
160,20240601,9호선2~3단계,언주,15793,강남구,1,26.0
161,20240601,3호선,압구정,55113,강남구,1,26.0
162,20240601,2호선,역삼,40893,강남구,1,26.0
163,20240601,2호선,강남,122342,강남구,1,26.0
164,20240601,2호선,삼성,73022,강남구,1,26.0
165,20240601,3호선,신사,51258,강남구,1,26.0
166,20240601,2호선,선릉,55127,강남구,1,26.0
167,20240601,5호선,강동,28317,강동구,1,24.0
168,20240601,5호선,길동,14531,강동구,1,24.0
169,20240601,5호선,굽은다리,17053,강동구,1,24.0
170,20240601,5호선,명일,14177,강동구,1,24.0
171,20240601,5호선,고덕,15993,강동구,1,24.0
172,20240601,5호선,상일동,21727,강동구,1,24.0
173,20240601,5호선,둔촌동,15611,강동구,1,24.0
174,20240601,5호선,강일,9440,강동구,1,24.0
175,20240601,9호선2~3단계,둔촌오륜,1983,강동구,1,24.0
176,20240601,9호선2~3단계,중앙보훈병원,12903,강동구,1,24.0
177,20240601,8호선,강동구청,13780,강동구,1,24.0
178,20240601,5호선,천호,38788,강동구,1,24.0
179,20240601,8호선,암사,27928,강동구,1,24.0
180,20240601,3호선,연신내,61415,은평구,1,31.0
181,20240601,6호선,구산,12277,은평구,1,31.0
182,20240601,6호선,증산,16412,은평구,1,31.0
183,20240601,공항철도 1호선,디지털미디어시티,15394,은평구,1,31.0
184,20240601,6호선,독바위,4956,은평구,1,31.0
185,20240601,6호선,불광,8044,은평구,1,31.0
186,20240601,3호선,녹번,23042,은평구,1,31.0
187,20240601,3호선,구파발,37353,은평구,1,31.0
188,20240601,6호선,새절,19435,은평구,1,31.0
189,20240601,6호선,응암,28681,은평구,1,31.0
190,20240601,6호선,역촌,6559,은평구,1,31.0
191,20240601,경춘선,신내,3816,중랑구,1,22.0
192,20240601,7호선,먹골,17622,중랑구,1,22.0
193,20240601,7호선,중화,17103,중랑구,1,22.0
194,20240601,7호선,면목,23481,중랑구,1,22.0
195,20240601,7호선,용마산,10545,중랑구,1,22.0
196,20240601,6호선,봉화산,12331,중랑구,1,22.0
197,20240601,7호선,사가정,27819,중랑구,1,22.0
198,20240601,7호선,상봉,32014,중랑구,1,22.0
199,20240601,7호선,가산디지털단지,29943,금천구,1,30.0
200,20240601,2호선,충정로,14664,서대문구,1,30.0
201,20240601,3호선,독립문,17356,서대문구,1,30.0
202,20240601,3호선,무악재,7556,서대문구,1,30.0
203,20240601,3호선,홍제,31935,서대문구,1,30.0
204,20240601,7호선,보라매,11531,동작구,1,30.0
205,20240601,4호선,동작,4603,동작구,1,30.0
206,20240601,7호선,이수,28371,동작구,1,30.0
207,20240601,7호선,상도,18639,동작구,1,30.0
208,20240601,7호선,신대방삼거리,22891,동작구,1,30.0
209,20240601,7호선,남성,17412,동작구,1,30.0
210,20240601,2호선,사당,81388,동작구,1,30.0
211,20240601,7호선,숭실대입구,21992,동작구,1,30.0
212,20240601,2호선,신대방,43943,동작구,1,30.0
213,20240601,7호선,장승배기,14606,동작구,1,30.0
214,20240601,공항철도 1호선,김포공항,14872,강서구,1,33.0
215,20240601,5호선,개화산,8894,강서구,1,33.0
216,20240601,5호선,송정,10876,강서구,1,33.0
217,20240601,5호선,마곡,15588,강서구,1,33.0
218,20240601,5호선,발산,36221,강서구,1,33.0
219,20240601,5호선,우장산,23883,강서구,1,33.0
220,20240601,5호선,화곡,44886,강서구,1,33.0
221,20240601,5호선,까치산,45914,강서구,1,33.0
222,20240601,5호선,방화,11287,강서구,1,33.0
223,20240601,5호선,오목교,36435,양천구,1,27.0
224,20240601,5호선,신정,19050,양천구,1,27.0
225,20240601,5호선,목동,26966,양천구,1,27.0
226,20240601,2호선,신정네거리,16497,양천구,1,27.0
227,20240601,2호선,양천구청,10624,양천구,1,27.0
228,20240601,신림선,신림,3909,관악구,1,33.0
229,20240601,2호선,낙성대,46258,관악구,1,33.0
230,20240601,2호선,서울대입구,78029,관악구,1,33.0
231,20240601,2호선,봉천,39233,관악구,1,33.0
232,20240602,6호선,응암,22200,은평구,2,22.0
233,20240602,경의선,디지털미디어시티,3674,은평구,2,22.0
234,20240602,6호선,증산,12444,은평구,2,22.0
235,20240602,6호선,연신내,9,은평구,2,22.0
236,20240602,6호선,독바위,3805,은평구,2,22.0
237,20240602,6호선,구산,8694,은평구,2,22.0
238,20240602,6호선,불광,6573,은평구,2,22.0
239,20240602,3호선,구파발,27867,은평구,2,22.0
240,20240602,6호선,역촌,5242,은평구,2,22.0
241,20240602,3호선,녹번,16005,은평구,2,22.0
242,20240602,6호선,새절,14968,은평구,2,22.0
243,20240602,3호선,종로3가,14033,종로구,2,19.0
244,20240602,5호선,서대문,12320,종로구,2,19.0
245,20240602,5호선,광화문,34774,종로구,2,19.0
246,20240602,3호선,안국,35584,종로구,2,19.0
247,20240602,3호선,경복궁,36182,종로구,2,19.0
248,20240602,1호선,종각,31539,종로구,2,19.0
249,20240602,1호선,종로5가,25184,종로구,2,19.0
250,20240602,1호선,동대문,24919,종로구,2,19.0
251,20240602,6호선,동묘앞,16157,종로구,2,19.0
252,20240602,4호선,혜화,52709,종로구,2,19.0
253,20240602,6호선,창신,3763,종로구,2,19.0
254,20240602,3호선,옥수,11986,성동구,2,21.0
255,20240602,3호선,금호,9445,성동구,2,21.0
256,20240602,2호선,왕십리,19407,성동구,2,21.0
257,20240602,5호선,마장,6427,성동구,2,21.0
258,20240602,5호선,신금호,7560,성동구,2,21.0
259,20240602,5호선,행당,8675,성동구,2,21.0
260,20240602,2호선,성수,53522,성동구,2,21.0
261,20240602,2호선,상왕십리,15977,성동구,2,21.0
262,20240602,2호선,한양대,6999,성동구,2,21.0
263,20240602,2호선,뚝섬,35341,성동구,2,21.0
264,20240602,5호선,답십리,17016,성동구,2,21.0
265,20240602,2호선,용답,3859,성동구,2,21.0
266,20240602,2호선,신답,1899,성동구,2,21.0
267,20240602,5호선,을지로4가,4844,중구,2,16.0
268,20240602,3호선,동대입구,14043,중구,2,16.0
269,20240602,4호선,동대문역사문화공원,28104,중구,2,16.0
270,20240602,6호선,청구,4166,중구,2,16.0
271,20240602,4호선,충무로,26436,중구,2,16.0
272,20240602,4호선,명동,56433,중구,2,16.0
273,20240602,4호선,회현,23788,중구,2,16.0
274,20240602,1호선,시청,25397,중구,2,16.0
275,20240602,3호선,을지로3가,10414,중구,2,16.0
276,20240602,2호선,신당,20587,중구,2,16.0
277,20240602,2호선,을지로입구,51771,중구,2,16.0
278,20240602,6호선,약수,4324,중구,2,16.0
279,20240602,6호선,버티고개,2666,중구,2,16.0
280,20240602,6호선,광흥창,10062,마포구,2,23.0
281,20240602,공항철도 1호선,공덕,4578,마포구,2,23.0
282,20240602,5호선,애오개,6263,마포구,2,23.0
283,20240602,6호선,망원,26333,마포구,2,23.0
284,20240602,5호선,마포,12238,마포구,2,23.0
285,20240602,6호선,월드컵경기장,31746,마포구,2,23.0
286,20240602,6호선,마포구청,17053,마포구,2,23.0
287,20240602,2호선,신촌,52627,마포구,2,23.0
288,20240602,2호선,아현,12526,마포구,2,23.0
289,20240602,2호선,이대,20419,마포구,2,23.0
290,20240602,2호선,홍대입구,130497,마포구,2,23.0
291,20240602,6호선,합정,21532,마포구,2,23.0
292,20240602,6호선,상수,15848,마포구,2,23.0
293,20240602,6호선,대흥,10142,마포구,2,23.0
294,20240602,경원선,청량리,33035,동대문구,2,22.0
295,20240602,1호선,제기동,23774,동대문구,2,22.0
296,20240602,2호선,신설동,7432,동대문구,2,22.0
297,20240602,2호선,용두,2871,동대문구,2,22.0
298,20240602,5호선,장한평,19980,동대문구,2,22.0
299,20240602,5호선,충정로,3394,서대문구,2,21.0
300,20240602,3호선,홍제,22286,서대문구,2,21.0
301,20240602,3호선,독립문,11570,서대문구,2,21.0
302,20240602,3호선,무악재,5137,서대문구,2,21.0
303,20240602,3호선,압구정,31664,강남구,2,20.0
304,20240602,분당선,선릉,8367,강남구,2,20.0
305,20240602,3호선,매봉,9546,강남구,2,20.0
306,20240602,3호선,수서,24469,강남구,2,20.0
307,20240602,3호선,도곡,5235,강남구,2,20.0
308,20240602,3호선,대치,14289,강남구,2,20.0
309,20240602,3호선,학여울,3554,강남구,2,20.0
310,20240602,3호선,대청,10139,강남구,2,20.0
311,20240602,3호선,일원,9441,강남구,2,20.0
312,20240602,2호선,삼성,52839,강남구,2,20.0
313,20240602,2호선,역삼,26764,강남구,2,20.0
314,20240602,7호선,청담,16049,강남구,2,20.0
315,20240602,7호선,강남구청,12800,강남구,2,20.0
316,20240602,2호선,강남,66650,강남구,2,20.0
317,20240602,7호선,학동,16365,강남구,2,20.0
318,20240602,7호선,논현,13666,강남구,2,20.0
319,20240602,3호선,신사,27854,강남구,2,20.0
320,20240602,9호선2~3단계,선정릉,8439,강남구,2,20.0
321,20240602,9호선2~3단계,삼성중앙,4811,강남구,2,20.0
322,20240602,9호선2~3단계,봉은사,23506,강남구,2,20.0
323,20240602,9호선2~3단계,언주,9038,강남구,2,20.0
324,20240602,5호선,영등포시장,15223,영등포구,2,20.0
325,20240602,5호선,영등포구청,3822,영등포구,2,20.0
326,20240602,5호선,여의나루,32790,영등포구,2,20.0
327,20240602,2호선,문래,20512,영등포구,2,20.0
328,20240602,7호선,신풍,13913,영등포구,2,20.0
329,20240602,중앙선,양평,5324,영등포구,2,20.0
330,20240602,5호선,여의도,22045,영등포구,2,20.0
331,20240602,2호선,당산,20439,영등포구,2,20.0
332,20240602,5호선,신길,5849,영등포구,2,20.0
333,20240602,4호선,사당,35791,동작구,2,22.0
334,20240602,7호선,장승배기,10063,동작구,2,22.0
335,20240602,7호선,이수,19031,동작구,2,22.0
336,20240602,7호선,남성,13498,동작구,2,22.0
337,20240602,7호선,상도,13618,동작구,2,22.0
338,20240602,2호선,신대방,34999,동작구,2,22.0
339,20240602,7호선,신대방삼거리,17496,동작구,2,22.0
340,20240602,신림선,보라매,4932,동작구,2,22.0
341,20240602,4호선,동작,3650,동작구,2,22.0
342,20240602,7호선,숭실대입구,14557,동작구,2,22.0
343,20240602,2호선,잠실새내,29889,송파구,2,23.0
344,20240602,2호선,잠실나루,12911,송파구,2,23.0
345,20240602,5호선,오금,3474,송파구,2,23.0
346,20240602,3호선,경찰병원,6537,송파구,2,23.0
347,20240602,8호선,몽촌토성,8722,송파구,2,23.0
348,20240602,8호선,석촌,11138,송파구,2,23.0
349,20240602,8호선,잠실,24987,송파구,2,23.0
350,20240602,8호선,송파,10067,송파구,2,23.0
351,20240602,8호선,가락시장,7920,송파구,2,23.0
352,20240602,8호선,문정,14025,송파구,2,23.0
353,20240602,8호선,장지,18747,송파구,2,23.0
354,20240602,8호선,복정,11437,송파구,2,23.0
355,20240602,2호선,종합운동장,36619,송파구,2,23.0
356,20240602,9호선2~3단계,삼전,8881,송파구,2,23.0
357,20240602,9호선2~3단계,석촌고분,8002,송파구,2,23.0
358,20240602,9호선2~3단계,송파나루,7335,송파구,2,23.0
359,20240602,9호선2~3단계,한성백제,4043,송파구,2,23.0
360,20240602,5호선,올림픽공원,12369,송파구,2,23.0
361,20240602,5호선,거여,10703,송파구,2,23.0
362,20240602,5호선,개롱,7365,송파구,2,23.0
363,20240602,5호선,방이,9775,송파구,2,23.0
364,20240602,5호선,마천,8945,송파구,2,23.0
365,20240602,7호선,노원,32232,노원구,2,21.0
366,20240602,4호선,상계,23083,노원구,2,21.0
367,20240602,4호선,당고개,12830,노원구,2,21.0
368,20240602,6호선,석계,15134,노원구,2,21.0
369,20240602,6호선,화랑대,11585,노원구,2,21.0
370,20240602,7호선,하계,20787,노원구,2,21.0
371,20240602,6호선,태릉입구,8717,노원구,2,21.0
372,20240602,7호선,중계,16925,노원구,2,21.0
373,20240602,7호선,공릉,14633,노원구,2,21.0
374,20240602,7호선,수락산,18041,노원구,2,21.0
375,20240602,7호선,마들,13682,노원구,2,21.0
376,20240602,2호선,구의,27809,광진구,2,21.0
377,20240602,2호선,강변,46781,광진구,2,21.0
378,20240602,5호선,군자,15270,광진구,2,21.0
379,20240602,7호선,어린이대공원,22127,광진구,2,21.0
380,20240602,7호선,중곡,12126,광진구,2,21.0
381,20240602,2호선,건대입구,58598,광진구,2,21.0
382,20240602,5호선,아차산,25874,광진구,2,21.0
383,20240602,5호선,광나루,19237,광진구,2,21.0
384,20240602,2호선,교대,24325,서초구,2,24.0
385,20240602,3호선,잠원,5542,서초구,2,24.0
386,20240602,3호선,남부터미널,33004,서초구,2,24.0
387,20240602,3호선,양재,33758,서초구,2,24.0
388,20240602,4호선,남태령,1654,서초구,2,24.0
389,20240602,3호선,고속터미널,96572,서초구,2,24.0
390,20240602,2호선,방배,15652,서초구,2,24.0
391,20240602,7호선,내방,12198,서초구,2,24.0
392,20240602,7호선,반포,7307,서초구,2,24.0
393,20240602,2호선,서초,29210,서초구,2,24.0
394,20240602,4호선,창동,36507,도봉구,2,20.0
395,20240602,7호선,도봉산,15054,도봉구,2,20.0
396,20240602,4호선,쌍문,35130,도봉구,2,20.0
397,20240602,4호선,숙대입구,18995,용산구,2,25.0
398,20240602,6호선,삼각지,10454,용산구,2,25.0
399,20240602,4호선,신용산,25224,용산구,2,25.0
400,20240602,4호선,이촌,16348,용산구,2,25.0
401,20240602,6호선,녹사평,9162,용산구,2,25.0
402,20240602,6호선,이태원,21874,용산구,2,25.0
403,20240602,경의선,효창공원앞,3516,용산구,2,25.0
404,20240602,6호선,한강진,16981,용산구,2,25.0
405,20240602,7호선,남구로,15193,구로구,2,24.0
406,20240602,2호선,대림,37418,구로구,2,24.0
407,20240602,경부선,신도림,5826,구로구,2,24.0
408,20240602,2호선,구로디지털단지,55856,구로구,2,24.0
409,20240602,2호선,도림천,1324,구로구,2,24.0
410,20240602,7호선,천왕,11708,구로구,2,24.0
411,20240602,경인선,온수,8797,구로구,2,24.0
412,20240602,8호선,암사,19564,강동구,2,15.0
413,20240602,8호선,강동구청,10684,강동구,2,15.0
414,20240602,5호선,천호,28437,강동구,2,15.0
415,20240602,9호선2~3단계,중앙보훈병원,9482,강동구,2,15.0
416,20240602,9호선2~3단계,둔촌오륜,1606,강동구,2,15.0
417,20240602,5호선,둔촌동,11347,강동구,2,15.0
418,20240602,5호선,굽은다리,12777,강동구,2,15.0
419,20240602,5호선,길동,10258,강동구,2,15.0
420,20240602,5호선,강동,20331,강동구,2,15.0
421,20240602,5호선,상일동,15410,강동구,2,15.0
422,20240602,5호선,강일,6996,강동구,2,15.0
423,20240602,5호선,명일,11902,강동구,2,15.0
424,20240602,5호선,고덕,11137,강동구,2,15.0
425,20240602,5호선,방화,8366,강서구,2,22.0
426,20240602,공항철도 1호선,김포공항,13059,강서구,2,22.0
427,20240602,5호선,개화산,6715,강서구,2,22.0
428,20240602,5호선,송정,7969,강서구,2,22.0
429,20240602,5호선,마곡,9291,강서구,2,22.0
430,20240602,5호선,발산,23867,강서구,2,22.0
431,20240602,5호선,우장산,16444,강서구,2,22.0
432,20240602,5호선,화곡,31325,강서구,2,22.0
433,20240602,5호선,까치산,33955,강서구,2,22.0
434,20240602,2호선,낙성대,36286,관악구,2,24.0
435,20240602,2호선,봉천,28217,관악구,2,24.0
436,20240602,2호선,서울대입구,56765,관악구,2,24.0
437,20240602,2호선,신림,73256,관악구,2,24.0
438,20240602,7호선,상봉,22457,중랑구,2,17.0
439,20240602,6호선,봉화산,9148,중랑구,2,17.0
440,20240602,경춘선,신내,2920,중랑구,2,17.0
441,20240602,7호선,중화,12594,중랑구,2,17.0
442,20240602,7호선,사가정,20100,중랑구,2,17.0
443,20240602,7호선,먹골,12673,중랑구,2,17.0
444,20240602,7호선,면목,17262,중랑구,2,17.0
445,20240602,7호선,용마산,7936,중랑구,2,17.0
446,20240602,4호선,성신여대입구,29293,성북구,2,22.0
447,20240602,6호선,보문,9314,성북구,2,22.0
448,20240602,6호선,상월곡,7527,성북구,2,22.0
449,20240602,6호선,돌곶이,10619,성북구,2,22.0
450,20240602,6호선,고려대,9612,성북구,2,22.0
451,20240602,6호선,안암,12522,성북구,2,22.0
452,20240602,6호선,월곡,12631,성북구,2,22.0
453,20240602,4호선,길음,25501,성북구,2,22.0
454,20240602,4호선,한성대입구,18435,성북구,2,22.0
455,20240602,5호선,신정,13824,양천구,2,20.0
456,20240602,5호선,목동,18435,양천구,2,20.0
457,20240602,5호선,오목교,25273,양천구,2,20.0
458,20240602,2호선,양천구청,7803,양천구,2,20.0
459,20240602,2호선,신정네거리,12029,양천구,2,20.0
460,20240602,4호선,수유,45092,강북구,2,18.0
461,20240602,4호선,미아,18039,강북구,2,18.0
462,20240602,4호선,미아사거리,35318,강북구,2,18.0
463,20240602,경부선,가산디지털단지,12988,금천구,2,19.0
464,20240603,9호선2~3단계,종합운동장,10467,송파구,3,16.0
465,20240603,2호선,잠실새내,49320,송파구,3,16.0
466,20240603,9호선2~3단계,삼전,16977,송파구,3,16.0
467,20240603,8호선,가락시장,17790,송파구,3,16.0
468,20240603,8호선,송파,20490,송파구,3,16.0
469,20240603,5호선,방이,16153,송파구,3,16.0
470,20240603,8호선,석촌,18378,송파구,3,16.0
471,20240603,8호선,몽촌토성,14920,송파구,3,16.0
472,20240603,5호선,마천,16560,송파구,3,16.0
473,20240603,5호선,개롱,15087,송파구,3,16.0
474,20240603,5호선,거여,23110,송파구,3,16.0
475,20240603,8호선,문정,52104,송파구,3,16.0
476,20240603,8호선,장지,35521,송파구,3,16.0
477,20240603,8호선,잠실,34899,송파구,3,16.0
478,20240603,분당선,복정,6,송파구,3,16.0
479,20240603,9호선2~3단계,석촌고분,15129,송파구,3,16.0
480,20240603,9호선2~3단계,송파나루,11515,송파구,3,16.0
481,20240603,9호선2~3단계,한성백제,6282,송파구,3,16.0
482,20240603,5호선,올림픽공원,11707,송파구,3,16.0
483,20240603,3호선,경찰병원,17257,송파구,3,16.0
484,20240603,3호선,오금,14176,송파구,3,16.0
485,20240603,2호선,잠실나루,34510,송파구,3,16.0
486,20240603,7호선,중곡,23917,광진구,3,12.0
487,20240603,7호선,군자,29961,광진구,3,12.0
488,20240603,7호선,어린이대공원,41159,광진구,3,12.0
489,20240603,5호선,광나루,29330,광진구,3,12.0
490,20240603,7호선,건대입구,29473,광진구,3,12.0
491,20240603,2호선,구의,53346,광진구,3,12.0
492,20240603,5호선,아차산,31155,광진구,3,12.0
493,20240603,2호선,강변,61197,광진구,3,12.0
494,20240603,6호선,봉화산,19597,중랑구,3,12.0
495,20240603,7호선,사가정,36026,중랑구,3,12.0
496,20240603,7호선,용마산,13099,중랑구,3,12.0
497,20240603,7호선,면목,34604,중랑구,3,12.0
498,20240603,7호선,상봉,36774,중랑구,3,12.0
499,20240603,7호선,중화,23374,중랑구,3,12.0
500,20240603,7호선,먹골,22383,중랑구,3,12.0
501,20240603,경춘선,신내,6088,중랑구,3,12.0
502,20240603,5호선,양평,17476,영등포구,3,15.0
503,20240603,7호선,신풍,24409,영등포구,3,15.0
504,20240603,5호선,영등포시장,24564,영등포구,3,15.0
