,구분,일,미세먼지,사용일자
137,구로구,6,27.0,20240706
138,금천구,6,27.0,20240706
139,노원구,6,30.0,20240706
140,도봉구,6,23.0,20240706
141,동대문구,6,31.0,20240706
142,동작구,6,29.0,20240706
143,마포구,6,28.0,20240706
144,서대문구,6,27.0,20240706
145,서초구,6,26.0,20240706
146,성동구,6,29.0,20240706
147,성북구,6,29.0,20240706
148,송파구,6,30.0,20240706
149,양천구,6,23.0,20240706
150,영등포구,6,27.0,20240706
151,용산구,6,30.0,20240706
152,은평구,6,28.0,20240706
153,종로구,6,28.0,20240706
154,중구,6,25.0,20240706
155,중랑구,6,28.0,20240706
156,서울시 평균,7,21.0,20240707
157,강남구,7,22.0,20240707
158,강동구,7,22.0,20240707
159,강북구,7,21.0,20240707
160,강서구,7,21.0,20240707
161,관악구,7,24.0,20240707
162,광진구,7,23.0,20240707
163,구로구,7,17.0,20240707
164,금천구,7,22.0,20240707
165,노원구,7,17.0,20240707
166,도봉구,7,19.0,20240707
167,동대문구,7,23.0,20240707
168,동작구,7,22.0,20240707
169,마포구,7,21.0,20240707
170,서대문구,7,21.0,20240707
171,서초구,7,20.0,20240707
172,성동구,7,21.0,20240707
173,성북구,7,23.0,20240707
174,송파구,7,22.0,20240707
175,양천구,7,17.0,20240707
176,영등포구,7,19.0,20240707
177,용산구,7,23.0,20240707
178,은평구,7,22.0,20240707
179,종로구,7,20.0,20240707
180,중구,7,18.0,20240707
181,중랑구,7,22.0,20240707
182,서울시 평균,8,11.0,20240708
183,강남구,8,11.0,20240708
184,강동구,8,11.0,20240708
185,강북구,8,9.0,20240708
186,강서구,8,11.0,20240708
187,관악구,8,14.0,20240708
188,광진구,8,13.0,20240708
189,구로구,8,7.0,20240708
190,금천구,8,11.0,20240708
191,노원구,8,14.0,20240708
192,도봉구,8,8.0,20240708
193,동대문구,8,11.0,20240708
194,동작구,8,12.0,20240708
195,마포구,8,12.0,20240708
196,서대문구,8,10.0,20240708
197,서초구,8,9.0,20240708
198,성동구,8,11.0,20240708
199,성북구,8,13.0,20240708
200,송파구,8,13.0,20240708
201,양천구,8,9.0,20240708
202,영등포구,8,11.0,20240708
203,용산구,8,12.0,20240708
204,은평구,8,11.0,20240708
205,종로구,8,10.0,20240708
206,중구,8,8.0,20240708
207,중랑구,8,12.0,20240708
208,서울시 평균,9,15.0,20240709
209,강남구,9,14.0,20240709
210,강동구,9,16.0,20240709
211,강북구,9,16.0,20240709
212,강서구,9,15.0,20240709
213,관악구,9,19.0,20240709
214,광진구,9,16.0,20240709
215,구로구,9,13.0,20240709
216,금천구,9,15.0,20240709
217,노원구,9,21.0,20240709
218,도봉구,9,13.0,20240709
219,동대문구,9,15.0,20240709
220,동작구,9,16.0,20240709
221,마포구,9,16.0,20240709
222,서대문구,9,16.0,20240709
223,서초구,9,15.0,20240709
224,성동구,9,15.0,20240709
225,성북구,9,15.0,20240709
226,송파구,9,16.0,20240709
227,양천구,9,13.0,20240709
228,영등포구,9,15.0,20240709
229,용산구,9,16.0,20240709
230,은평구,9,17.0,20240709
231,종로구,9,13.0,20240709
232,중구,9,13.0,20240709
233,중랑구,9,15.0,20240709
234,서울시 평균,10,12.0,20240710
235,강남구,10,12.0,20240710
236,강동구,10,11.0,20240710
237,강북구,10,11.0,20240710
238,강서구,10,12.0,20240710
239,관악구,10,15.0,20240710
240,광진구,10,13.0,20240710
241,구로구,10,10.0,20240710
242,금천구,10,11.0,20240710
243,노원구,10,16.0,20240710
244,도봉구,10,8.0,20240710
245,동대문구,10,14.0,20240710
246,동작구,10,14.0,20240710
247,마포구,10,13.0,20240710
248,서대문구,10,11.0,20240710
249,서초구,10,11.0,20240710
250,성동구,10,12.0,20240710
251,성북구,10,12.0,20240710
252,송파구,10,13.0,20240710
253,양천구,10,10.0,20240710
254,영등포구,10,12.0,20240710
255,용산구,10,14.0,20240710
256,은평구,10,12.0,20240710
257,종로구,10,11.0,20240710
258,중구,10,9.0,20240710
259,중랑구,10,13.0,20240710
260,서울시 평균,11,35.0,20240711
261,강남구,11,36.0,20240711
262,강동구,11,34.0,20240711
263,강북구,11,33.0,20240711
264,강서구,11,34.0,20240711
265,관악구,11,42.0,20240711
266,광진구,11,37.0,20240711
267,구로구,11,38.0,20240711
268,금천구,11,35.0,20240711
269,노원구,11,39.0,20240711
270,도봉구,11,28.0,20240711
271,동대문구,11,38.0,20240711
272,동작구,11,36.0,20240711
273,마포구,11,35.0,20240711
274,서대문구,11,35.0,20240711
275,서초구,11,39.0,20240711
276,성동구,11,35.0,20240711
277,성북구,11,36.0,20240711
278,송파구,11,37.0,20240711
279,양천구,11,33.0,20240711
280,영등포구,11,35.0,20240711
281,용산구,11,37.0,20240711
282,은평구,11,35.0,20240711
283,종로구,11,34.0,20240711
284,중구,11,30.0,20240711
285,중랑구,11,34.0,20240711
286,서울시 평균,12,38.0,20240712
287,강남구,12,39.0,20240712
288,강동구,12,40.0,20240712
289,강북구,12,36.0,20240712
290,강서구,12,35.0,20240712
291,관악구,12,43.0,20240712
292,광진구,12,38.0,20240712
293,구로구,12,42.0,20240712
294,금천구,12,40.0,20240712
295,노원구,12,42.0,20240712
296,도봉구,12,32.0,20240712
297,동대문구,12,39.0,20240712
298,동작구,12,40.0,20240712
299,마포구,12,36.0,20240712
300,서대문구,12,37.0,20240712
301,서초구,12,41.0,20240712
302,성동구,12,36.0,20240712
303,성북구,12,40.0,20240712
304,송파구,12,39.0,20240712
305,양천구,12,35.0,20240712
306,영등포구,12,36.0,20240712
307,용산구,12,39.0,20240712
308,은평구,12,38.0,20240712
309,종로구,12,36.0,20240712
310,중구,12,34.0,20240712
311,중랑구,12,37.0,20240712
312,서울시 평균,13,49.0,20240713
313,강남구,13,54.0,20240713
314,강동구,13,48.0,20240713
315,강북구,13,47.0,20240713
316,강서구,13,46.0,20240713
317,관악구,13,54.0,20240713
318,광진구,13,53.0,20240713
319,구로구,13,47.0,20240713
320,금천구,13,48.0,20240713
321,노원구,13,50.0,20240713
322,도봉구,13,42.0,20240713
323,동대문구,13,54.0,20240713
324,동작구,13,50.0,20240713
325,마포구,13,47.0,20240713
326,서대문구,13,45.0,20240713
327,서초구,13,49.0,20240713
328,성동구,13,50.0,20240713
329,성북구,13,47.0,20240713
330,송파구,13,54.0,20240713
331,양천구,13,45.0,20240713
332,영등포구,13,46.0,20240713
333,용산구,13,54.0,20240713
334,은평구,13,47.0,20240713
335,종로구,13,47.0,20240713
336,중구,13,41.0,20240713
337,중랑구,13,52.0,20240713
338,서울시 평균,14,30.0,20240714
339,강남구,14,32.0,20240714
340,강동구,14,30.0,20240714
341,강북구,14,32.0,20240714
342,강서구,14,28.0,20240714
343,관악구,14,32.0,20240714
344,광진구,14,33.0,20240714
345,구로구,14,26.0,20240714
346,금천구,14,27.0,20240714
347,노원구,14,33.0,20240714
348,도봉구,14,27.0,20240714
349,동대문구,14,35.0,20240714
350,동작구,14,30.0,20240714
351,마포구,14,31.0,20240714
352,서대문구,14,28.0,20240714
353,서초구,14,26.0,20240714
354,성동구,14,31.0,20240714
355,성북구,14,31.0,20240714
356,송파구,14,32.0,20240714
357,양천구,14,28.0,20240714
358,영등포구,14,30.0,20240714
359,용산구,14,31.0,20240714
360,은평구,14,29.0,20240714
361,종로구,14,30.0,20240714
362,중구,14,26.0,20240714
363,중랑구,14,31.0,20240714
364,서울시 평균,15,11.0,20240715
365,강남구,15,12.0,20240715
366,강동구,15,9.0,20240715
367,강북구,15,9.0,20240715
368,강서구,15,13.0,20240715
369,관악구,15,14.0,20240715
370,광진구,15,12.0,20240715
371,구로구,15,9.0,20240715
372,금천구,15,11.0,20240715
373,노원구,15,10.0,20240715
374,도봉구,15,7.0,20240715
375,동대문구,15,12.0,20240715
376,동작구,15,12.0,20240715
377,마포구,15,13.0,20240715
378,서대문구,15,10.0,20240715
379,서초구,15,12.0,20240715
380,성동구,15,10.0,20240715
381,성북구,15,11.0,20240715
382,송파구,15,16.0,20240715
383,양천구,15,11.0,20240715
384,영등포구,15,13.0,20240715
385,용산구,15,12.0,20240715
386,은평구,15,11.0,20240715
387,종로구,15,9.0,20240715
388,중구,15,10.0,20240715
389,중랑구,15,11.0,20240715
390,서울시 평균,16,13.0,20240716
391,강남구,16,13.0,20240716
392,강동구,16,11.0,20240716
393,강북구,16,10.0,20240716
394,강서구,16,14.0,20240716
395,관악구,16,16.0,20240716
396,광진구,16,13.0,20240716
397,구로구,16,10.0,20240716
398,금천구,16,13.0,20240716
399,노원구,16,12.0,20240716
400,도봉구,16,7.0,20240716
401,동대문구,16,14.0,20240716
402,동작구,16,14.0,20240716
403,마포구,16,14.0,20240716
404,서대문구,16,13.0,20240716
405,서초구,16,13.0,20240716
406,성동구,16,12.0,20240716
407,성북구,16,14.0,20240716
408,송파구,16,16.0,20240716
409,양천구,16,14.0,20240716
410,영등포구,16,15.0,20240716
411,용산구,16,14.0,20240716
412,은평구,16,13.0,20240716
413,종로구,16,11.0,20240716
414,중구,16,11.0,20240716
415,중랑구,16,11.0,20240716
416,서울시 평균,17,11.0,20240717
417,강남구,17,12.0,20240717
418,강동구,17,9.0,20240717
419,강북구,17,8.0,20240717
420,강서구,17,11.0,20240717
421,관악구,17,14.0,20240717
422,광진구,17,12.0,20240717
423,구로구,17,8.0,20240717
424,금천구,17,12.0,20240717
425,노원구,17,11.0,20240717
426,도봉구,17,6.0,20240717
427,동대문구,17,12.0,20240717
428,동작구,17,13.0,20240717
429,마포구,17,11.0,20240717
430,서대문구,17,9.0,20240717
431,서초구,17,9.0,20240717
432,성동구,17,11.0,20240717
433,성북구,17,11.0,20240717
434,송파구,17,13.0,20240717
435,양천구,17,13.0,20240717
436,영등포구,17,12.0,20240717
437,용산구,17,12.0,20240717
438,은평구,17,9.0,20240717
439,종로구,17,10.0,20240717
440,중구,17,9.0,20240717
441,중랑구,17,10.0,20240717
442,서울시 평균,18,9.0,20240718
443,강남구,18,10.0,20240718
444,강동구,18,6.0,20240718
445,강북구,18,7.0,20240718
446,강서구,18,9.0,20240718
447,관악구,18,12.0,20240718
448,광진구,18,10.0,20240718
449,구로구,18,7.0,20240718
450,금천구,18,9.0,20240718
451,노원구,18,10.0,20240718
452,도봉구,18,6.0,20240718
453,동대문구,18,11.0,20240718
454,동작구,18,10.0,20240718
455,마포구,18,10.0,20240718
456,서대문구,18,9.0,20240718
457,서초구,18,7.0,20240718
458,성동구,18,9.0,20240718
459,성북구,18,10.0,20240718
460,송파구,18,10.0,20240718
461,양천구,18,9.0,20240718
462,영등포구,18,11.0,20240718
463,용산구,18,10.0,20240718
464,은평구,18,8.0,20240718
465,종로구,18,9.0,20240718
466,중구,18,9.0,20240718
467,중랑구,18,9.0,20240718
468,서울시 평균,19,23.0,20240719
469,강남구,19,23.0,20240719
470,강동구,19,20.0,20240719
471,강북구,19,23.0,20240719
472,강서구,19,25.0,20240719
473,관악구,19,28.0,20240719
474,광진구,19,24.0,20240719
475,구로구,19,21.0,20240719
476,금천구,19,22.0,20240719
477,노원구,19,27.0,20240719
478,도봉구,19,18.0,20240719
479,동대문구,19,27.0,20240719
480,동작구,19,23.0,20240719
481,마포구,19,24.0,20240719
482,서대문구,19,23.0,20240719
483,서초구,19,23.0,20240719
484,성동구,19,23.0,20240719
485,성북구,19,24.0,20240719
486,송파구,19,23.0,20240719
487,양천구,19,20.0,20240719
488,영등포구,19,25.0,20240719
489,용산구,19,25.0,20240719
490,은평구,19,24.0,20240719
491,종로구,19,24.0,20240719
492,중구,19,22.0,20240719
493,중랑구,19,24.0,20240719
494,서울시 평균,20,15.0,20240720
495,강남구,20,18.0,20240720
496,강동구,20,13.0,20240720
497,강북구,20,16.0,20240720
498,강서구,20,15.0,20240720
499,관악구,20,18.0,20240720
500,광진구,20,17.0,20240720
501,구로구,20,11.0,20240720
502,금천구,20,14.0,20240720
503,노원구,20,18.0,20240720
504,도봉구,20,12.0,20240720
505,동대문구,20,18.0,20240720
506,동작구,20,16.0,20240720
507,마포구,20,16.0,20240720
508,서대문구,20,13.0,20240720
509,서초구,20,13.0,20240720
510,성동구,20,15.0,20240720
511,성북구,20,16.0,20240720
512,송파구,20,17.0,20240720
513,양천구,20,12.0,20240720
514,영등포구,20,16.0,20240720
515,용산구,20,16.0,20240720
516,은평구,20,14.0,20240720
517,종로구,20,15.0,20240720
518,중구,20,13.0,20240720
519,중랑구,20,17.0,20240720
520,서울시 평균,21,18.0,20240721
521,강남구,21,18.0,20240721
522,강동구,21,15.0,20240721
523,강북구,21,16.0,20240721
524,강서구,21,18.0,20240721
525,관악구,21,24.0,20240721
526,광진구,21,20.0,20240721
527,구로구,21,15.0,20240721
528,금천구,21,20.0,20240721
529,노원구,21,20.0,20240721
530,도봉구,21,13.0,20240721
531,동대문구,21,21.0,20240721
532,동작구,21,21.0,20240721
533,마포구,21,20.0,20240721
534,서대문구,21,18.0,20240721
535,서초구,21,17.0,20240721
536,성동구,21,19.0,20240721
537,성북구,21,20.0,20240721
538,송파구,21,21.0,20240721
539,양천구,21,13.0,20240721
540,영등포구,21,19.0,20240721
541,용산구,21,20.0,20240721
542,은평구,21,17.0,20240721
543,종로구,21,19.0,20240721
544,중구,21,16.0,20240721
545,중랑구,21,19.0,20240721
546,서울시 평균,22,13.0,20240722
547,강남구,22,15.0,20240722
548,강동구,22,10.0,20240722
549,강북구,22,12.0,20240722
550,강서구,22,14.0,20240722
551,관악구,22,17.0,20240722
552,광진구,22,15.0,20240722
553,구로구,22,8.0,20240722
554,금천구,22,14.0,20240722
555,노원구,22,15.0,20240722
556,도봉구,22,8.0,20240722
557,동대문구,22,16.0,20240722
558,동작구,22,16.0,20240722
559,마포구,22,14.0,20240722
560,서대문구,22,12.0,20240722
561,서초구,22,14.0,20240722
562,성동구,22,14.0,20240722
563,성북구,22,15.0,20240722
564,송파구,22,15.0,20240722
565,양천구,22,10.0,20240722
566,영등포구,22,15.0,20240722
567,용산구,22,15.0,20240722
568,은평구,22,13.0,20240722
569,종로구,22,13.0,20240722
570,중구,22,13.0,20240722
571,중랑구,22,14.0,20240722
572,서울시 평균,23,11.0,20240723
573,강남구,23,11.0,20240723
574,강동구,23,10.0,20240723
575,강북구,23,10.0,20240723
576,강서구,23,10.0,20240723
577,관악구,23,14.0,20240723
578,광진구,23,13.0,20240723
579,구로구,23,7.0,20240723
580,금천구,23,12.0,20240723
581,노원구,23,13.0,20240723
582,도봉구,23,7.0,20240723
583,동대문구,23,13.0,20240723
584,동작구,23,12.0,20240723
585,마포구,23,13.0,20240723
586,서대문구,23,11.0,20240723
587,서초구,23,9.0,20240723
588,성동구,23,11.0,20240723
589,성북구,23,12.0,20240723
590,송파구,23,13.0,20240723
591,양천구,23,10.0,20240723
592,영등포구,23,13.0,20240723
593,용산구,23,12.0,20240723
594,은평구,23,12.0,20240723
595,종로구,23,11.0,20240723
596,중구,23,11.0,20240723
597,중랑구,23,12.0,20240723
598,서울시 평균,24,14.0,20240724
599,강남구,24,16.0,20240724
600,강동구,24,12.0,20240724
601,강북구,24,12.0,20240724
602,강서구,24,12.0,20240724
603,관악구,24,19.0,20240724
604,광진구,24,16.0,20240724
605,구로구,24,10.0,20240724
606,금천구,24,17.0,20240724
607,노원구,24,16.0,20240724
608,도봉구,24,9.0,20240724
609,동대문구,24,16.0,20240724
610,동작구,24,14.0,20240724
611,마포구,24,16.0,20240724
612,서대문구,24,12.0,20240724
613,서초구,24,13.0,20240724
614,성동구,24,15.0,20240724
615,성북구,24,14.0,20240724
616,송파구,24,18.0,20240724
617,양천구,24,11.0,20240724
618,영등포구,24,15.0,20240724
619,용산구,24,15.0,20240724
620,은평구,24,13.0,20240724
621,종로구,24,14.0,20240724
622,중구,24,12.0,20240724
623,중랑구,24,15.0,20240724
624,서울시 평균,25,19.0,20240725
625,강남구,25,19.0,20240725
626,강동구,25,15.0,20240725
627,강북구,25,20.0,20240725
628,강서구,25,18.0,20240725
629,관악구,25,22.0,20240725
630,광진구,25,20.0,20240725
631,구로구,25,15.0,20240725
632,금천구,25,19.0,20240725
633,노원구,25,21.0,20240725
634,도봉구,25,15.0,20240725
635,동대문구,25,23.0,20240725
636,동작구,25,21.0,20240725
637,마포구,25,22.0,20240725
638,서대문구,25,18.0,20240725
639,서초구,25,20.0,20240725
640,성동구,25,20.0,20240725
641,성북구,25,19.0,20240725
642,송파구,25,22.0,20240725
643,양천구,25,16.0,20240725
644,영등포구,25,21.0,20240725
645,용산구,25,21.0,20240725
646,은평구,25,20.0,20240725
647,종로구,25,20.0,20240725
648,중구,25,18.0,20240725
649,중랑구,25,19.0,20240725
650,서울시 평균,26,15.0,20240726
651,강남구,26,15.0,20240726
652,강동구,26,10.0,20240726
653,강북구,26,17.0,20240726
654,강서구,26,13.0,20240726
655,관악구,26,18.0,20240726
656,광진구,26,15.0,20240726
657,구로구,26,11.0,20240726
658,금천구,26,17.0,20240726
659,노원구,26,17.0,20240726
660,도봉구,26,11.0,20240726
661,동대문구,26,17.0,20240726
662,동작구,26,16.0,20240726
663,마포구,26,16.0,20240726
664,서대문구,26,13.0,20240726
665,서초구,26,13.0,20240726
666,성동구,26,15.0,20240726
667,성북구,26,15.0,20240726
668,송파구,26,18.0,20240726
669,양천구,26,11.0,20240726
670,영등포구,26,16.0,20240726
671,용산구,26,17.0,20240726
672,은평구,26,15.0,20240726
673,종로구,26,14.0,20240726
674,중구,26,13.0,20240726
675,중랑구,26,15.0,20240726
676,서울시 평균,27,15.0,20240727
677,강남구,27,15.0,20240727
678,강동구,27,13.0,20240727
679,강북구,27,18.0,20240727
680,강서구,27,14.0,20240727
681,관악구,27,18.0,20240727
682,광진구,27,17.0,20240727
683,구로구,27,11.0,20240727
684,금천구,27,14.0,20240727
685,노원구,27,17.0,20240727
686,도봉구,27,10.0,20240727
687,동대문구,27,18.0,20240727
688,동작구,27,17.0,20240727
689,마포구,27,18.0,20240727
690,서대문구,27,15.0,20240727
691,서초구,27,13.0,20240727
692,성동구,27,16.0,20240727
693,성북구,27,15.0,20240727
694,송파구,27,18.0,20240727
695,양천구,27,13.0,20240727
696,영등포구,27,16.0,20240727
697,용산구,27,17.0,20240727
698,은평구,27,14.0,20240727
699,종로구,27,15.0,20240727
700,중구,27,15.0,20240727
701,중랑구,27,16.0,20240727
702,서울시 평균,28,16.0,20240728
703,강남구,28,17.0,20240728
704,강동구,28,15.0,20240728
705,강북구,28,18.0,20240728
706,강서구,28,15.0,20240728
707,관악구,28,20.0,20240728
708,광진구,28,19.0,20240728
709,구로구,28,13.0,20240728
710,금천구,28,15.0,20240728
711,노원구,28,18.0,20240728
712,도봉구,28,12.0,20240728
713,동대문구,28,18.0,20240728
714,동작구,28,18.0,20240728
715,마포구,28,19.0,20240728
716,서대문구,28,15.0,20240728
717,서초구,28,14.0,20240728
718,성동구,28,17.0,20240728
719,성북구,28,17.0,20240728
720,송파구,28,20.0,20240728
721,양천구,28,13.0,20240728
722,영등포구,28,17.0,20240728
723,용산구,28,17.0,20240728
724,은평구,28,16.0,20240728
725,종로구,28,15.0,20240728
726,중구,28,15.0,20240728
727,중랑구,28,19.0,20240728
728,서울시 평균,29,21.0,20240729
729,강남구,29,19.0,20240729
730,강동구,29,18.0,20240729
731,강북구,29,21.0,20240729
732,강서구,29,21.0,20240729
733,관악구,29,24.0,20240729
734,광진구,29,23.0,20240729
735,구로구,29,16.0,20240729
736,금천구,29,20.0,20240729
737,노원구,29,24.0,20240729
738,도봉구,29,16.0,20240729
739,동대문구,29,26.0,20240729
740,동작구,29,18.0,20240729
741,마포구,29,23.0,20240729
742,서대문구,29,20.0,20240729
743,서초구,29,19.0,20240729
744,성동구,29,21.0,20240729
745,성북구,29,20.0,20240729
746,송파구,29,24.0,20240729
747,양천구,29,17.0,20240729
748,영등포구,29,21.0,20240729
749,용산구,29,22.0,20240729
750,은평구,29,22.0,20240729
751,종로구,29,22.0,20240729
752,중구,29,21.0,20240729
753,중랑구,29,23.0,20240729
754,서울시 평균,30,24.0,20240730
755,강남구,30,21.0,20240730
756,강동구,30,25.0,20240730
757,강북구,30,23.0,20240730
758,강서구,30,27.0,20240730
759,관악구,30,27.0,20240730
760,광진구,30,25.0,20240730
761,구로구,30,22.0,20240730
762,금천구,30,24.0,20240730
763,노원구,30,27.0,20240730
764,도봉구,30,18.0,20240730
765,동대문구,30,29.0,20240730
766,동작구,30,,20240730
767,마포구,30,26.0,20240730
768,서대문구,30,23.0,20240730
769,서초구,30,25.0,20240730
770,성동구,30,24.0,20240730
771,성북구,30,27.0,20240730
772,송파구,30,27.0,20240730
773,양천구,30,14.0,20240730
774,영등포구,30,23.0,20240730
775,용산구,30,27.0,20240730
776,은평구,30,25.0,20240730
777,종로구,30,24.0,20240730
778,중구,30,22.0,20240730
779,중랑구,30,25.0,20240730
780,서울시 평균,31,16.0,20240731
781,강남구,31,17.0,20240731
782,강동구,31,16.0,20240731
783,강북구,31,17.0,20240731
784,강서구,31,18.0,20240731
785,관악구,31,19.0,20240731
786,광진구,31,17.0,20240731
787,구로구,31,12.0,20240731
788,금천구,31,15.0,20240731
789,노원구,31,19.0,20240731
790,도봉구,31,11.0,20240731
791,동대문구,31,20.0,20240731
792,동작구,31,16.0,20240731
793,마포구,31,18.0,20240731
794,서대문구,31,15.0,20240731
795,서초구,31,15.0,20240731
796,성동구,31,16.0,20240731
797,성북구,31,16.0,20240731
798,송파구,31,19.0,20240731
799,양천구,31,12.0,20240731
800,영등포구,31,16.0,20240731
801,용산구,31,18.0,20240731
802,은평구,31,16.0,20240731
803,종로구,31,16.0,20240731
804,중구,31,15.0,20240731
805,중랑구,31,18.0,20240731
