,사용일자,노선명,역명,합계,구분
35908,20240609,2호선,봉천,27863,관악구
22453,20240609,6호선,창신,3576,종로구
28094,20240609,6호선,마포구청,15349,마포구
24845,20240609,7호선,사가정,19594,중랑구
5622,20240609,7호선,논현,13016,강남구
26162,20240609,6호선,대흥,9525,마포구
28002,20240609,6호선,망원,23758,마포구
31976,20240609,1호선,시청,24123,중구
30304,20240609,2호선,신림,71216,관악구
18410,20240609,3호선,남부터미널,35162,서초구
9302,20240609,7호선,어린이대공원,19860,광진구
13230,20240609,2호선,동대문역사문화공원,25781,중구
28186,20240609,6호선,월드컵경기장,7342,마포구
568,20240609,경부선,가산디지털단지,12605,금천구
4711,20240609,7호선,이수,18464,동작구
30664,20240609,3호선,홍제,21769,서대문구
3809,20240609,8호선,석촌,10830,송파구
7765,20240609,5호선,올림픽공원,11270,송파구
32697,20240609,경원선,옥수,113,성동구
2962,20240609,분당선,복정,2,송파구
192,20240609,8호선,암사,19254,강동구
1204,20240609,7호선,신풍,13066,영등포구
10958,20240609,5호선,방화,8272,강서구
21349,20240609,4호선,미아사거리,33216,강북구
24228,20240609,7호선,태릉입구,11467,노원구
35724,20240609,2호선,구로디지털단지,53743,구로구
29560,20240609,6호선,역촌,5040,은평구
292,20240609,경인선,온수,8305,구로구
25489,20240609,7호선,수락산,17809,노원구
11050,20240609,4호선,남태령,1650,서초구
35448,20240609,2호선,삼성,52350,강남구
17950,20240609,3호선,대치,13860,강남구
24753,20240609,7호선,용마산,7739,중랑구
8106,20240609,9호선2~3단계,한성백제,4402,송파구
22361,20240609,6호선,안암,11270,성북구
30572,20240609,3호선,무악재,4952,서대문구
4610,20240609,7호선,남성,13416,동작구
35080,20240609,2호선,강남,64181,강남구
25121,20240609,7호선,먹골,12038,중랑구
8198,20240609,9호선2~3단계,송파나루,7169,송파구
28765,20240609,6호선,연신내,2,은평구
14434,20240609,5호선,종로3가,22703,종로구
12824,20240609,5호선,청구,3994,중구
34252,20240609,2호선,도림천,1325,구로구
33524,20240609,2호선,선릉,28463,강남구
22569,20240609,1호선,동묘앞,31100,종로구
29744,20240609,6호선,새절,14030,은평구
35172,20240609,2호선,서초,28932,서초구
33240,20240609,1호선,종각,29241,종로구
26254,20240609,5호선,마천,8793,송파구
30964,20240609,2호선,을지로3가,23677,중구
20061,20240609,4호선,숙대입구,19868,용산구
7554,20240609,9호선2~3단계,중앙보훈병원,10163,강동구
10866,20240609,5호선,개화산,6560,강서구
25213,20240609,7호선,공릉,15069,노원구
33424,20240609,3호선,안국,35060,종로구
23649,20240609,6호선,버티고개,2430,중구
22269,20240609,6호선,고려대,9306,성북구
20245,20240609,4호선,명동,55229,중구
32596,20240609,3호선,압구정,32486,강남구
34160,20240609,2호선,신답,1926,성동구
30756,20240609,3호선,녹번,15742,은평구
17858,20240609,3호선,학여울,2898,강남구
14018,20240609,2호선,을지로4가,11899,중구
1480,20240609,7호선,신대방삼거리,16386,동작구
3138,20240609,8호선,장지,18131,송파구
31768,20240609,2호선,강변,46014,광진구
25767,20240609,경춘선,신내,2864,중랑구
5714,20240609,7호선,학동,14907,강남구
20153,20240609,4호선,회현,23215,중구
8290,20240609,9호선2~3단계,석촌고분,8048,송파구
33148,20240609,3호선,경복궁,35036,종로구
7646,20240609,9호선2~3단계,둔촌오륜,1677,강동구
34732,20240610,공항철도 1호선,홍대입구,25608,마포구
32597,20240610,3호선,압구정,69857,강남구
30849,20240610,2호선,을지로입구,99141,중구
25769,20240610,6호선,신내,1,중랑구
18531,20240610,3호선,교대,30962,서초구
10039,20240610,5호선,오목교,46518,양천구
25592,20240610,7호선,도봉산,22487,도봉구
30665,20240610,3호선,홍제,39425,서대문구
11051,20240610,4호선,남태령,2669,서초구
9865,20240610,5호선,양평,17371,영등포구
10131,20240610,5호선,목동,37693,양천구
18411,20240610,3호선,남부터미널,63414,서초구
21718,20240610,4호선,혜화,65587,종로구
31861,20240610,2호선,잠실나루,34585,송파구
21350,20240610,4호선,미아사거리,55501,강북구
24027,20240610,경원선,석계,17178,노원구
1205,20240610,7호선,신풍,24118,영등포구
29101,20240610,6호선,독바위,6397,은평구
3691,20240610,8호선,송파,20667,송파구
10683,20240610,5호선,마곡,27625,강서구
4252,20240610,우이신설선,성신여대입구,7957,성북구
21902,20240610,5호선,아차산,30767,광진구
23310,20240610,3호선,약수,27488,중구
18319,20240610,3호선,양재,86263,서초구
30306,20240610,신림선,신림,4828,관악구
28647,20240610,6호선,구산,16472,은평구
21442,20240610,4호선,미아,34508,강북구
34621,20240610,3호선,구파발,46655,은평구
21994,20240610,6호선,돌곶이,22104,성북구
28766,20240610,3호선,연신내,71389,은평구
10775,20240610,5호선,송정,13702,강서구
4151,20240610,8호선,몽촌토성,14590,송파구
9425,20240610,5호선,군자,25915,광진구
10867,20240610,5호선,개화산,13242,강서구
21258,20240610,4호선,길음,49208,성북구
10591,20240610,5호선,발산,51969,강서구
25122,20240610,7호선,먹골,22237,중랑구
9303,20240610,7호선,어린이대공원,40783,광진구
3813,20240610,8호선,석촌,18067,송파구
10959,20240610,5호선,방화,15593,강서구
23926,20240610,6호선,녹사평,10136,용산구
35725,20240610,2호선,구로디지털단지,126449,구로구
11170,20240610,2호선,사당,86198,동작구
10223,20240610,5호선,신정,27245,양천구
18,20240610,경부선,신도림,8869,구로구
32965,20240610,3호선,동대입구,24864,중구
21626,20240610,4호선,쌍문,61409,도봉구
21810,20240610,5호선,장한평,42336,동대문구
9763,20240610,7호선,중곡,23838,광진구
10315,20240610,5호선,까치산,60062,강서구
23834,20240610,6호선,이태원,21118,용산구
21534,20240610,4호선,수유,72718,강북구
10407,20240610,5호선,화곡,61303,강서구
10499,20240610,5호선,우장산,33206,강서구
1573,20240610,7호선,장승배기,20307,동작구
9211,20240610,9호선2~3단계,언주,26129,강남구
6093,20240610,6호선,보문,16875,성북구
25490,20240610,7호선,수락산,26598,노원구
34529,20240610,2호선,용두,5413,동대문구
30205,20240610,7호선,숭실대입구,36046,동작구
34069,20240610,2호선,용답,6655,성동구
1787,20240610,5호선,천호,40408,강동구
27662,20240610,2호선,합정,64465,마포구
33977,20240610,2호선,아현,23136,마포구
7380,20240610,9호선,당산,41922,영등포구
2613,20240610,서해선,김포공항,6819,강서구
30481,20240610,3호선,독립문,16447,서대문구
29745,20240610,6호선,새절,28287,은평구
15191,20240610,5호선,광화문,72897,종로구
27543,20240610,6호선,상수,21283,마포구
15283,20240610,5호선,서대문,47659,종로구
27451,20240610,6호선,광흥창,20977,마포구
5817,20240610,7호선,강남구청,37219,강남구
26347,20240610,5호선,거여,22690,송파구
26899,20240610,5호선,명일,19884,강동구
24938,20240610,7호선,면목,31986,중랑구
31677,20240610,2호선,구의,53319,광진구
15405,20240610,5호선,충정로,11337,서대문구
17767,20240610,3호선,대청,24559,강남구
19721,20240610,4호선,삼각지,12677,용산구
7196,20240610,9호선,여의도,66600,영등포구
4887,20240610,7호선,내방,33528,서초구
35173,20240610,2호선,서초,47140,서초구
33241,20240610,1호선,종각,86196,종로구
26255,20240610,5호선,마천,16187,송파구
20062,20240610,4호선,숙대입구,33498,용산구
14022,20240610,2호선,을지로4가,30690,중구
17859,20240610,3호선,학여울,4245,강남구
34161,20240610,2호선,신답,3906,성동구
20246,20240610,4호선,명동,69075,중구
34253,20240610,2호선,도림천,2988,구로구
7766,20240610,9호선2~3단계,올림픽공원,12689,송파구
4713,20240610,7호선,이수,34512,동작구
5623,20240610,7호선,논현,42227,강남구
31983,20240610,2호선,시청,56973,중구
28003,20240610,6호선,망원,31356,마포구
32699,20240610,3호선,옥수,19265,성동구
26163,20240610,6호선,대흥,21997,마포구
31585,20240610,2호선,성수,89505,성동구
29653,20240610,6호선,응암,38780,은평구
7555,20240610,9호선2~3단계,중앙보훈병원,25921,강동구
25214,20240610,7호선,공릉,26011,노원구
22576,20240610,6호선,동묘앞,17838,종로구
14443,20240610,5호선,종로3가,30167,종로구
29220,20240610,3호선,불광,37253,은평구
5715,20240610,7호선,학동,54544,강남구
20154,20240610,4호선,회현,61607,중구
7647,20240610,9호선2~3단계,둔촌오륜,2731,강동구
24846,20240610,7호선,사가정,34949,중랑구
33885,20240610,2호선,이대,41133,마포구
18871,20240610,3호선,잠원,10944,서초구
6317,20240610,1호선,신설동,30506,동대문구
33710,20240610,경의선,신촌,2872,마포구
31493,20240610,2호선,뚝섬,51820,성동구
19174,20240610,4호선,노원,64721,노원구
22944,20240610,6호선,신당,17921,중구
18963,20240610,4호선,당고개,19447,노원구
36001,20240610,3호선,신사,60277,강남구
2125,20240610,8호선,강동구청,23781,강동구
16765,20240610,4호선,이촌,17740,용산구
27175,20240610,5호선,강동,39529,강동구
31309,20240610,2호선,상왕십리,31235,성동구
35357,20240610,2호선,낙성대,58287,관악구
26531,20240610,5호선,방이,15925,송파구
26991,20240610,5호선,굽은다리,20730,강동구
27083,20240610,5호선,길동,18647,강동구
19055,20240610,4호선,상계,41019,노원구
17061,20240610,5호선,오금,8590,송파구
24662,20240610,6호선,봉화산,19662,중랑구
32505,20240610,1호선,제기동,35869,동대문구
864,20240610,2호선,대림,54209,구로구
17399,20240610,3호선,경찰병원,17737,송파구
16939,20240610,4호선,신용산,41405,용산구
6828,20240610,경부선,신길,18302,영등포구
25398,20240610,7호선,마들,27999,노원구
35265,20240610,2호선,방배,38415,서초구
17675,20240610,3호선,일원,25518,강남구
29867,20240610,7호선,건대입구,29385,광진구
1307,20240610,7호선,보라매,15162,동작구
25306,20240610,7호선,중계,32252,노원구
35541,20240610,2호선,서울대입구,96832,관악구
7012,20240610,9호선,동작,3829,동작구
15905,20240610,6호선,공덕,42679,마포구
19525,20240610,4호선,창동,57969,도봉구
15743,20240610,5호선,애오개,15291,마포구
33333,20240610,1호선,종로5가,50202,종로구
16663,20240610,5호선,여의나루,29800,영등포구
24570,20240610,6호선,화랑대,25513,노원구
16571,20240610,5호선,마포,33592,마포구
5029,20240610,7호선,고속터미널,32608,서초구
27267,20240610,5호선,광나루,27825,광진구
17500,20240610,분당선,수서,35766,강남구
27359,20240610,5호선,강일,13249,강동구
26439,20240610,5호선,개롱,15203,송파구
5991,20240610,7호선,청담,44585,강남구
2244,20240610,2호선,잠실,146484,송파구
745,20240610,7호선,남구로,34964,구로구
28095,20240610,6호선,마포구청,30458,마포구
33425,20240610,3호선,안국,56020,종로구
35909,20240610,2호선,봉천,51647,관악구
12707,20240610,5호선,신금호,15168,성동구
12615,20240610,5호선,행당,16908,성동구
22454,20240610,6호선,창신,7709,종로구
18052,20240610,분당선,도곡,17612,강남구
34345,20240610,2호선,양천구청,15665,양천구
5531,20240610,7호선,반포,13574,서초구
35817,20240610,2호선,문래,51386,영등포구
32873,20240610,3호선,금호,16721,성동구
1665,20240610,7호선,상도,27876,동작구
3351,20240610,3호선,가락시장,20356,송파구
8502,20240610,9호선2~3단계,종합운동장,10184,송파구
22178,20240610,6호선,월곡,28398,성북구
28297,20240610,경의선,디지털미디어시티,6125,은평구
20706,20240610,5호선,답십리,33982,성동구
3231,20240610,8호선,문정,51879,송파구
3139,20240610,8호선,장지,35374,송파구
31769,20240610,2호선,강변,61327,광진구
33149,20240610,3호선,경복궁,52911,종로구
33527,20240610,2호선,선릉,124574,강남구
8291,20240610,9호선2~3단계,석촌고분,15286,송파구
22270,20240610,6호선,고려대,20511,성북구
12829,20240610,5호선,청구,8708,중구
25988,20240610,경의선,효창공원앞,8212,용산구
30971,20240610,2호선,을지로3가,53113,중구
8383,20240610,9호선2~3단계,삼전,17004,송파구
26807,20240610,5호선,고덕,24469,강동구
1481,20240610,7호선,신대방삼거리,32794,동작구
4437,20240610,7호선,상봉,36935,중랑구
32330,20240610,경원선,청량리,31770,동대문구
18227,20240610,3호선,매봉,27997,강남구
9036,20240610,9호선2~3단계,선정릉,23211,강남구
33057,20240610,2호선,잠실새내,49110,송파구
21166,20240610,4호선,한성대입구,31303,성북구
469,20240610,7호선,천왕,25538,구로구
25887,20240610,7호선,하계,38815,노원구
11540,20240610,5호선,영등포구청,10575,영등포구
28555,20240610,6호선,증산,21910,은평구
26715,20240610,5호선,상일동,31882,강동구
31401,20240610,2호선,한양대,34100,성동구
23742,20240610,6호선,한강진,18001,용산구
20825,20240610,4호선,동대문,43345,종로구
34989,20240610,2호선,역삼,125883,강남구
35633,20240610,2호선,신대방,53419,동작구
8843,20240610,9호선2~3단계,봉은사,42459,강남구
11879,20240610,5호선,영등포시장,24478,영등포구
22086,20240610,6호선,상월곡,14979,성북구
12113,20240610,5호선,왕십리,10161,성동구
11971,20240610,5호선,마장,12786,성동구
34437,20240610,2호선,신정네거리,22824,양천구
8935,20240610,9호선2~3단계,삼성중앙,18310,강남구
193,20240610,8호선,암사,39348,강동구
25030,20240610,7호선,중화,23261,중랑구
30757,20240610,3호선,녹번,33494,은평구
17951,20240610,3호선,대치,26798,강남구
295,20240610,7호선,온수,23023,구로구
20368,20240610,4호선,충무로,70966,중구
30573,20240610,3호선,무악재,9831,서대문구
24229,20240610,7호선,태릉입구,19704,노원구
2964,20240610,분당선,복정,5,송파구
35449,20240610,2호선,삼성,115317,강남구
24754,20240610,7호선,용마산,12800,중랑구
4611,20240610,7호선,남성,25779,동작구
8107,20240610,9호선2~3단계,한성백제,6280,송파구
13239,20240610,4호선,동대문역사문화공원,35692,중구
29561,20240610,6호선,역촌,9270,은평구
22362,20240610,6호선,안암,33186,성북구
23650,20240610,6호선,버티고개,4855,중구
35081,20240610,2호선,강남,169375,강남구
26623,20240610,5호선,둔촌동,19382,강동구
28187,20240610,6호선,월드컵경기장,9588,마포구
8199,20240610,9호선2~3단계,송파나루,11774,송파구
570,20240610,경부선,가산디지털단지,42776,금천구
29871,20240611,2호선,건대입구,74974,광진구
29562,20240611,6호선,역촌,9135,은평구
5031,20240611,7호선,고속터미널,32542,서초구
25123,20240611,7호선,먹골,22658,중랑구
5624,20240611,7호선,논현,43121,강남구
35266,20240611,2호선,방배,40029,서초구
4612,20240611,7호선,남성,26098,동작구
22087,20240611,6호선,상월곡,15281,성북구
8936,20240611,9호선2~3단계,삼성중앙,18741,강남구
25399,20240611,7호선,마들,28478,노원구
21,20240611,2호선,신도림,107577,구로구
6831,20240611,5호선,신길,10900,영등포구
8844,20240611,9호선2~3단계,봉은사,45403,강남구
8108,20240611,9호선2~3단계,한성백제,6464,송파구
21995,20240611,6호선,돌곶이,22505,성북구
6323,20240611,2호선,신설동,7048,동대문구
22945,20240611,6호선,신당,19299,중구
29227,20240611,3호선,불광,37809,은평구
1206,20240611,7호선,신풍,25056,영등포구
7770,20240611,5호선,올림픽공원,11671,송파구
32701,20240611,3호선,옥수,20009,성동구
22455,20240611,6호선,창신,7917,종로구
35358,20240611,2호선,낙성대,59900,관악구
6095,20240611,우이신설선,보문,3710,성북구
470,20240611,7호선,천왕,26351,구로구
9867,20240611,5호선,양평,17762,영등포구
9039,20240611,분당선,선정릉,18236,강남구
23743,20240611,6호선,한강진,22698,용산구
9304,20240611,7호선,어린이대공원,41693,광진구
4714,20240611,7호선,이수,35813,동작구
9212,20240611,9호선2~3단계,언주,27155,강남구
35082,20240611,2호선,강남,173005,강남구
25491,20240611,7호선,수락산,27776,노원구
296,20240611,7호선,온수,23286,구로구
4152,20240611,8호선,몽촌토성,15265,송파구
35450,20240611,2호선,삼성,121163,강남구
30482,20240611,3호선,독립문,17224,서대문구
31678,20240611,2호선,구의,55037,광진구
8384,20240611,9호선2~3단계,삼전,17566,송파구
29746,20240611,6호선,새절,29349,은평구
30574,20240611,3호선,무악재,9845,서대문구
35174,20240611,2호선,서초,50424,서초구
30308,20240611,신림선,신림,4642,관악구
21811,20240611,5호선,장한평,42850,동대문구
29102,20240611,6호선,독바위,6457,은평구
32874,20240611,3호선,금호,17270,성동구
31586,20240611,2호선,성수,92316,성동구
7556,20240611,9호선2~3단계,중앙보훈병원,26993,강동구
5818,20240611,7호선,강남구청,38600,강남구
21903,20240611,5호선,아차산,32377,광진구
23315,20240611,3호선,약수,28072,중구
572,20240611,7호선,가산디지털단지,103861,금천구
9429,20240611,5호선,군자,26445,광진구
5716,20240611,7호선,학동,56225,강남구
30206,20240611,7호선,숭실대입구,36031,동작구
8200,20240611,9호선2~3단계,송파나루,12475,송파구
31770,20240611,2호선,강변,58882,광진구
8292,20240611,9호선2~3단계,석촌고분,15605,송파구
22271,20240611,6호선,고려대,20871,성북구
4888,20240611,7호선,내방,34044,서초구
7199,20240611,5호선,여의도,68207,영등포구
7382,20240611,9호선,당산,43666,영등포구
25215,20240611,7호선,공릉,26298,노원구
30666,20240611,3호선,홍제,39949,서대문구
5532,20240611,7호선,반포,13992,서초구
23835,20240611,6호선,이태원,21710,용산구
4255,20240611,4호선,성신여대입구,48004,성북구
8507,20240611,9호선2~3단계,종합운동장,11350,송파구
25307,20240611,7호선,중계,32839,노원구
22179,20240611,6호선,월곡,29589,성북구
4439,20240611,중앙선,상봉,12941,중랑구
5992,20240611,7호선,청담,46226,강남구
194,20240611,8호선,암사,39949,강동구
7648,20240611,9호선2~3단계,둔촌오륜,2740,강동구
34990,20240611,2호선,역삼,130762,강남구
29654,20240611,6호선,응암,38929,은평구
22580,20240611,1호선,동묘앞,18630,종로구
7015,20240611,4호선,동작,3685,동작구
25593,20240611,7호선,도봉산,22699,도봉구
35634,20240611,2호선,신대방,55360,동작구
22363,20240611,6호선,안암,32166,성북구
23651,20240611,6호선,버티고개,5003,중구
1308,20240611,7호선,보라매,15528,동작구
35542,20240611,2호선,서울대입구,99534,관악구
9764,20240611,7호선,중곡,23672,광진구
18535,20240611,3호선,교대,31743,서초구
11542,20240611,5호선,영등포구청,10527,영등포구
19725,20240611,6호선,삼각지,16634,용산구
15406,20240611,5호선,충정로,11845,서대문구
33058,20240611,2호선,잠실새내,52192,송파구
21167,20240611,4호선,한성대입구,33453,성북구
24939,20240611,7호선,면목,34388,중랑구
26348,20240611,5호선,거여,23112,송파구
27452,20240611,6호선,광흥창,21807,마포구
33886,20240611,2호선,이대,41569,마포구
15744,20240611,5호선,애오개,15811,마포구
15906,20240611,6호선,공덕,44616,마포구
32333,20240611,1호선,청량리,48841,동대문구
25888,20240611,7호선,하계,39981,노원구
12118,20240611,2호선,왕십리,31614,성동구
27667,20240611,6호선,합정,32215,마포구
34070,20240611,2호선,용답,6441,성동구
33978,20240611,2호선,아현,23800,마포구
15192,20240611,5호선,광화문,75969,종로구
11972,20240611,5호선,마장,13118,성동구
34438,20240611,2호선,신정네거리,23330,양천구
27544,20240611,6호선,상수,22671,마포구
15284,20240611,5호선,서대문,48888,종로구
11880,20240611,5호선,영등포시장,25124,영등포구
16572,20240611,5호선,마포,33765,마포구
24571,20240611,6호선,화랑대,26449,노원구
16664,20240611,5호선,여의나루,29575,영등포구
11177,20240611,2호선,사당,92031,동작구
3692,20240611,8호선,송파,21015,송파구
27176,20240611,5호선,강동,39786,강동구
25770,20240611,경춘선,신내,6273,중랑구
32598,20240611,3호선,압구정,71260,강남구
871,20240611,2호선,대림,53622,영등포구
16766,20240611,경원선,이촌,8238,용산구
11052,20240611,4호선,남태령,3061,서초구
21351,20240611,4호선,미아사거리,57550,강북구
2126,20240611,8호선,강동구청,24328,강동구
27268,20240611,5호선,광나루,28665,광진구
21259,20240611,4호선,길음,50281,성북구
27360,20240611,5호선,강일,13177,강동구
28648,20240611,6호선,구산,16356,은평구
30972,20240611,2호선,을지로3가,55010,중구
28556,20240611,6호선,증산,22019,은평구
34530,20240611,2호선,용두,5570,동대문구
19527,20240611,4호선,창동,60104,도봉구
31862,20240611,2호선,잠실나루,36103,송파구
746,20240611,7호선,남구로,34618,구로구
30850,20240611,2호선,을지로입구,110888,중구
24030,20240611,경원선,석계,17487,노원구
2251,20240611,2호선,잠실,161762,송파구
26440,20240611,5호선,개롱,15002,송파구
33334,20240611,1호선,종로5가,51131,종로구
31494,20240611,2호선,뚝섬,54064,성동구
2617,20240611,9호선,김포공항,17132,강서구
12831,20240611,6호선,청구,8820,중구
25991,20240611,경의선,효창공원앞,8520,용산구
3232,20240611,8호선,문정,52178,송파구
2967,20240611,분당선,복정,4,송파구
20707,20240611,5호선,답십리,34531,성동구
20372,20240611,3호선,충무로,14,중구
12708,20240611,5호선,신금호,15676,성동구
35910,20240611,2호선,봉천,52357,관악구
12616,20240611,5호선,행당,17363,성동구
25031,20240611,7호선,중화,23579,중랑구
28096,20240611,6호선,마포구청,35152,마포구
26164,20240611,6호선,대흥,23496,마포구
13255,20240611,2호선,동대문역사문화공원,32202,중구
28188,20240611,6호선,월드컵경기장,66007,마포구
24233,20240611,7호선,태릉입구,20236,노원구
1482,20240611,7호선,신대방삼거리,33046,동작구
3140,20240611,8호선,장지,36546,송파구
33150,20240611,3호선,경복궁,49365,종로구
34346,20240611,2호선,양천구청,16282,양천구
35818,20240611,2호선,문래,52369,영등포구
3354,20240611,8호선,가락시장,18379,송파구
14446,20240611,1호선,종로3가,51263,종로구
20829,20240611,1호선,동대문,23633,종로구
20063,20240611,4호선,숙대입구,34735,용산구
33242,20240611,1호선,종각,87373,종로구
26256,20240611,5호선,마천,16264,송파구
20155,20240611,4호선,회현,63211,중구
14029,20240611,2호선,을지로4가,31601,중구
28004,20240611,6호선,망원,33600,마포구
31984,20240611,1호선,시청,59054,중구
34254,20240611,2호선,도림천,3227,구로구
30758,20240611,3호선,녹번,34114,은평구
34162,20240611,2호선,신답,3983,성동구
28300,20240611,6호선,디지털미디어시티,41138,은평구
20247,20240611,4호선,명동,70300,중구
36002,20240611,3호선,신사,62026,강남구
17768,20240611,3호선,대청,23882,강남구
32966,20240611,3호선,동대입구,26166,중구
26808,20240611,5호선,고덕,24146,강동구
18054,20240611,분당선,도곡,18072,강남구
10224,20240611,5호선,신정,27985,양천구
23927,20240611,6호선,녹사평,10912,용산구
21627,20240611,4호선,쌍문,62514,도봉구
17065,20240611,3호선,오금,14861,송파구
24663,20240611,6호선,봉화산,20072,중랑구
32506,20240611,1호선,제기동,36673,동대문구
28771,20240611,3호선,연신내,72916,은평구
1666,20240611,7호선,상도,28698,동작구
31402,20240611,2호선,한양대,33847,성동구
10868,20240611,5호선,개화산,13355,강서구
16940,20240611,4호선,신용산,43847,용산구
18228,20240611,3호선,매봉,28992,강남구
10132,20240611,5호선,목동,39219,양천구
34734,20240611,경의선,홍대입구,4402,마포구
31310,20240611,2호선,상왕십리,32424,성동구
33528,20240611,분당선,선릉,38642,강남구
19056,20240611,4호선,상계,41759,노원구
27084,20240611,5호선,길동,18449,강동구
26532,20240611,5호선,방이,16582,송파구
1791,20240611,5호선,천호,41115,강동구
33426,20240611,3호선,안국,57576,종로구
10592,20240611,5호선,발산,51720,강서구
17860,20240611,3호선,학여울,4651,강남구
10684,20240611,5호선,마곡,28025,강서구
10500,20240611,5호선,우장산,33834,강서구
26900,20240611,5호선,명일,20774,강동구
18872,20240611,3호선,잠원,11489,서초구
24847,20240611,7호선,사가정,36244,중랑구
10408,20240611,5호선,화곡,61914,강서구
21443,20240611,4호선,미아,34731,강북구
24755,20240611,7호선,용마산,14341,중랑구
34622,20240611,3호선,구파발,48018,은평구
10776,20240611,5호선,송정,13691,강서구
17676,20240611,3호선,일원,25841,강남구
17952,20240611,3호선,대치,27356,강남구
17503,20240611,3호선,수서,40396,강남구
26624,20240611,5호선,둔촌동,19971,강동구
18964,20240611,4호선,당고개,19805,노원구
10316,20240611,5호선,까치산,60923,강서구
17400,20240611,3호선,경찰병원,17477,송파구
26992,20240611,5호선,굽은다리,20950,강동구
21535,20240611,4호선,수유,73132,강북구
3815,20240611,8호선,석촌,19012,송파구
19179,20240611,7호선,노원,55427,노원구
10960,20240611,5호선,방화,15496,강서구
18412,20240611,3호선,남부터미널,66410,서초구
21719,20240611,4호선,혜화,71875,종로구
18320,20240611,3호선,양재,89176,서초구
1574,20240611,7호선,장승배기,20710,동작구
26716,20240611,5호선,상일동,32933,강동구
10040,20240611,5호선,오목교,47769,양천구
33712,20240611,경의선,신촌,2921,마포구
35726,20240611,2호선,구로디지털단지,128506,구로구
23652,20240612,6호선,버티고개,5035,중구
31988,20240612,1호선,시청,60785,중구
4716,20240612,7호선,이수,36080,동작구
24756,20240612,7호선,용마산,14554,중랑구
22364,20240612,6호선,안암,32233,성북구
17953,20240612,3호선,대치,26627,강남구
35451,20240612,2호선,삼성,119439,강남구
575,20240612,7호선,가산디지털단지,103345,금천구
34255,20240612,2호선,도림천,3071,구로구
1575,20240612,7호선,장승배기,20680,동작구
20248,20240612,4호선,명동,74549,중구
25492,20240612,7호선,수락산,27539,노원구
14032,20240612,2호선,을지로4가,31772,중구
14458,20240612,3호선,종로3가,26519,종로구
30311,20240612,2호선,신림,117571,관악구
30207,20240612,7호선,숭실대입구,35787,동작구
5717,20240612,7호선,학동,56754,강남구
30976,20240612,3호선,을지로3가,27236,중구
33427,20240612,3호선,안국,60998,종로구
30575,20240612,3호선,무악재,9869,서대문구
17861,20240612,3호선,학여울,4603,강남구
5625,20240612,7호선,논현,42688,강남구
24848,20240612,7호선,사가정,36036,중랑구
20156,20240612,4호선,회현,62878,중구
7649,20240612,9호선2~3단계,둔촌오륜,2896,강동구
29655,20240612,6호선,응암,39633,은평구
24237,20240612,6호선,태릉입구,13657,노원구
33531,20240612,2호선,선릉,126258,강남구
18057,20240612,3호선,도곡,13576,강남구
13258,20240612,4호선,동대문역사문화공원,38186,중구
8109,20240612,9호선2~3단계,한성백제,6595,송파구
1667,20240612,7호선,상도,28401,동작구
31403,20240612,2호선,한양대,34290,성동구
20373,20240612,4호선,충무로,73655,중구
18321,20240612,3호선,양재,89948,서초구
1483,20240612,7호선,신대방삼거리,33035,동작구
26717,20240612,5호선,상일동,33260,강동구
18229,20240612,3호선,매봉,29417,강남구
2968,20240612,분당선,복정,3,송파구
4613,20240612,7호선,남성,25946,동작구
29563,20240612,6호선,역촌,9134,은평구
23320,20240612,6호선,약수,8536,중구
18538,20240612,3호선,교대,31639,서초구
35083,20240612,2호선,강남,173442,강남구
28005,20240612,6호선,망원,32387,마포구
7774,20240612,9호선2~3단계,올림픽공원,13142,송파구
26809,20240612,5호선,고덕,24335,강동구
26625,20240612,5호선,둔촌동,20294,강동구
298,20240612,경인선,온수,15007,구로구
32703,20240612,3호선,옥수,20436,성동구
26165,20240612,6호선,대흥,22737,마포구
22456,20240612,6호선,창신,7978,종로구
5533,20240612,7호선,반포,14729,서초구
18413,20240612,3호선,남부터미널,66201,서초구
28097,20240612,6호선,마포구청,31898,마포구
35911,20240612,2호선,봉천,52448,관악구
19185,20240612,7호선,노원,55051,노원구
22581,20240612,1호선,동묘앞,18692,종로구
747,20240612,7호선,남구로,34328,구로구
33335,20240612,1호선,종로5가,51320,종로구
2255,20240612,8호선,잠실,37117,송파구
19528,20240612,경원선,창동,6,도봉구
33714,20240612,경의선,신촌,2892,마포구
6324,20240612,우이신설선,신설동,5227,동대문구
26441,20240612,5호선,개롱,15260,송파구
27361,20240612,5호선,강일,13262,강동구
27269,20240612,5호선,광나루,28547,광진구
1310,20240612,신림선,보라매,9009,동작구
7016,20240612,4호선,동작,3527,동작구
24664,20240612,6호선,봉화산,20111,중랑구
32507,20240612,1호선,제기동,35171,동대문구
15914,20240612,경의선,공덕,8653,마포구
35543,20240612,2호선,서울대입구,98831,관악구
16941,20240612,4호선,신용산,46569,용산구
31311,20240612,2호선,상왕십리,32381,성동구
22952,20240612,6호선,신당,19336,중구
875,20240612,7호선,대림,18685,영등포구
27177,20240612,5호선,강동,39963,강동구
2127,20240612,8호선,강동구청,24675,강동구
16768,20240612,경원선,이촌,8205,용산구
31495,20240612,2호선,뚝섬,54875,성동구
35267,20240612,2호선,방배,40795,서초구
6832,20240612,경부선,신길,18611,영등포구
16665,20240612,5호선,여의나루,30474,영등포구
