,사용일자,노선명,역명,합계,구분
18929,20240807,3호선,잠원,10516,서초구
33483,20240807,3호선,안국,53126,종로구
8901,20240807,9호선2~3단계,봉은사,45378,강남구
34035,20240807,2호선,아현,21162,마포구
26865,20240807,5호선,고덕,21491,강동구
411,20240807,경인선,온수,11505,구로구
27049,20240807,5호선,굽은다리,20422,강동구
17825,20240807,3호선,대청,21370,강남구
33943,20240807,2호선,이대,32606,마포구
15249,20240807,5호선,광화문,74500,종로구
29711,20240807,6호선,응암,34826,은평구
18377,20240807,3호선,양재,79094,서초구
19406,20240807,7호선,노원,50030,노원구
17917,20240807,3호선,학여울,3975,강남구
26405,20240807,5호선,거여,20207,송파구
13765,20240807,5호선,동대문역사문화공원,7229,중구
23544,20240807,3호선,약수,25235,중구
21060,20240807,4호선,동대문,20803,종로구
28471,20240807,6호선,디지털미디어시티,32026,은평구
686,20240807,7호선,가산디지털단지,98368,금천구
10557,20240807,5호선,우장산,29474,강서구
30422,20240807,2호선,신림,110200,관악구
10373,20240807,5호선,까치산,55237,강서구
34679,20240807,3호선,구파발,43435,은평구
9981,20240807,중앙선,양평,5716,영등포구
5372,20240807,9호선,고속터미널,34659,서초구
10465,20240807,5호선,화곡,56380,강서구
135,20240807,경부선,신도림,8196,구로구
25843,20240807,경춘선,신내,5215,중랑구
31459,20240807,2호선,한양대,17817,성동구
25272,20240807,7호선,공릉,23425,노원구
28061,20240807,6호선,망원,30025,마포구
31643,20240807,2호선,성수,91209,성동구
30099,20240807,2호선,건대입구,70202,광진구
20764,20240807,5호선,답십리,31220,성동구
1096,20240807,7호선,대림,18222,구로구
1723,20240807,7호선,상도,22673,동작구
23892,20240807,6호선,이태원,20206,용산구
4829,20240807,7호선,이수,33297,동작구
35783,20240807,2호선,구로디지털단지,120451,구로구
9657,20240807,5호선,군자,23927,광진구
20600,20240807,4호선,충무로,63569,중구
23800,20240807,6호선,한강진,22183,용산구
32655,20240807,3호선,압구정,65322,강남구
6209,20240807,우이신설선,보문,3111,성북구
25945,20240807,7호선,하계,35988,노원구
11773,20240807,5호선,영등포구청,10447,영등포구
6049,20240807,7호선,청담,41183,강남구
25180,20240807,7호선,먹골,20538,중랑구
31367,20240807,2호선,상왕십리,29121,성동구
33115,20240807,2호선,잠실새내,47583,송파구
4945,20240807,7호선,내방,30547,서초구
9821,20240807,7호선,중곡,21862,광진구
251,20240807,8호선,암사,37238,강동구
23708,20240807,6호선,버티고개,4404,중구
2183,20240807,8호선,강동구청,21931,강동구
21224,20240807,4호선,한성대입구,25143,성북구
6660,20240807,2호선,신설동,6974,동대문구
23176,20240807,2호선,신당,29544,중구
5932,20240807,7호선,강남구청,35994,강남구
10189,20240807,5호선,목동,35147,양천구
22420,20240807,6호선,안암,22139,성북구
10281,20240807,5호선,신정,25087,양천구
28245,20240807,6호선,월드컵경기장,8507,마포구
28993,20240807,6호선,연신내,3,은평구
10097,20240807,5호선,오목교,44429,양천구
4209,20240807,8호선,몽촌토성,13666,송파구
12765,20240807,5호선,신금호,13202,성동구
12461,20240807,경원선,왕십리,34312,성동구
5681,20240807,7호선,논현,39684,강남구
21776,20240807,4호선,혜화,74542,종로구
34311,20240807,2호선,도림천,2737,구로구
32931,20240807,3호선,금호,15764,성동구
22328,20240807,6호선,고려대,16245,성북구
22144,20240807,6호선,상월곡,11890,성북구
5589,20240807,7호선,반포,13091,서초구
35507,20240807,2호선,삼성,118480,강남구
34403,20240807,2호선,양천구청,14153,양천구
22052,20240807,6호선,돌곶이,19648,성북구
25548,20240807,7호선,수락산,25280,노원구
2019,20240807,8호선,천호,33794,강동구
21868,20240807,5호선,장한평,40301,동대문구
12673,20240807,5호선,행당,15838,성동구
22236,20240807,6호선,월곡,22912,성북구
21960,20240807,5호선,아차산,27699,광진구
3289,20240807,8호선,문정,47941,송파구
30263,20240807,7호선,숭실대입구,24921,동작구
21684,20240807,4호선,쌍문,56345,도봉구
25456,20240807,7호선,마들,25797,노원구
21500,20240807,4호선,미아,29426,강북구
13061,20240807,5호선,청구,7572,중구
35415,20240807,2호선,낙성대,56131,관악구
28153,20240807,6호선,마포구청,28656,마포구
1539,20240807,7호선,신대방삼거리,30111,동작구
31827,20240807,2호선,강변,58966,광진구
21316,20240807,4호선,길음,41328,성북구
33023,20240807,3호선,동대입구,18291,중구
21408,20240807,4호선,미아사거리,52067,강북구
25364,20240807,7호선,중계,29125,노원구
11937,20240807,5호선,영등포시장,23445,영등포구
35691,20240807,2호선,신대방,49807,동작구
22512,20240807,6호선,창신,6076,종로구
21592,20240807,4호선,수유,66471,강북구
25707,20240807,7호선,도봉산,19101,도봉구
32815,20240807,경원선,옥수,96,성동구
22805,20240807,6호선,동묘앞,14254,종로구
5773,20240807,7호선,학동,52869,강남구
31919,20240807,2호선,잠실나루,31627,송파구
12029,20240807,5호선,마장,11338,성동구
3197,20240807,8호선,장지,35079,송파구
25088,20240807,7호선,중화,21345,중랑구
34495,20240807,2호선,신정네거리,20678,양천구
3080,20240807,8호선,복정,17849,송파구
4369,20240807,우이신설선,성신여대입구,7303,성북구
3584,20240807,3호선,가락시장,18012,송파구
32563,20240807,1호선,제기동,31363,동대문구
28705,20240807,6호선,구산,14699,은평구
20304,20240807,4호선,명동,66836,중구
30907,20240807,2호선,을지로입구,105757,중구
32213,20240807,2호선,시청,56408,중구
11109,20240807,4호선,남태령,2528,서초구
1631,20240807,7호선,장승배기,18962,동작구
30539,20240807,3호선,독립문,15185,서대문구
24996,20240807,7호선,면목,29489,중랑구
14257,20240807,5호선,을지로4가,13304,중구
9269,20240807,9호선2~3단계,언주,25928,강남구
4553,20240807,중앙선,상봉,11734,중랑구
24720,20240807,6호선,봉화산,17721,중랑구
27894,20240807,6호선,합정,26543,마포구
19956,20240807,4호선,삼각지,14177,용산구
31551,20240807,2호선,뚝섬,52779,성동구
35875,20240807,2호선,문래,49579,영등포구
32447,20240807,경원선,청량리,32453,동대문구
30723,20240807,3호선,홍제,34098,서대문구
34127,20240807,2호선,용답,5807,성동구
35323,20240807,2호선,방배,31846,서초구
9361,20240807,7호선,어린이대공원,26332,광진구
26221,20240807,6호선,대흥,18223,마포구
11402,20240807,2호선,사당,83943,동작구
20212,20240807,4호선,회현,46676,중구
34219,20240807,2호선,신답,3540,성동구
6945,20240807,경부선,신길,15522,영등포구
10833,20240807,5호선,송정,12353,강서구
24464,20240807,6호선,태릉입구,11503,노원구
33207,20240807,3호선,경복궁,47906,종로구
20120,20240807,4호선,숙대입구,27591,용산구
527,20240807,7호선,천왕,23390,구로구
24904,20240807,7호선,사가정,32591,중랑구
24628,20240807,6호선,화랑대,22039,노원구
1423,20240807,신림선,보라매,7967,동작구
35599,20240807,2호선,서울대입구,91301,관악구
19638,20240807,경원선,창동,3,도봉구
33299,20240807,1호선,종각,85084,종로구
11017,20240807,5호선,방화,13902,강서구
24812,20240807,7호선,용마산,11542,중랑구
35231,20240807,2호선,서초,44363,서초구
34587,20240807,2호선,용두,5136,동대문구
30631,20240807,3호선,무악재,9108,서대문구
24144,20240807,경원선,석계,15544,노원구
29159,20240807,6호선,독바위,6048,은평구
4669,20240807,7호선,남성,22865,동작구
26105,20240807,경의선,효창공원앞,7057,용산구
10649,20240807,5호선,발산,47501,강서구
31203,20240807,2호선,을지로3가,54037,중구
23984,20240807,6호선,녹사평,9663,용산구
10741,20240807,5호선,마곡,26018,강서구
10925,20240807,5호선,개화산,12519,강서구
